dangerous_permissions_count,total_permissions_count,has_perm_read_sms,has_perm_send_sms,has_perm_read_contacts,has_perm_access_fine_location,has_perm_record_audio,has_perm_camera,suspicious_api_count,crypto_api_count,network_api_count,sms_api_count,total_opcodes,reflection_opcodes,activities_count,services_count,receivers_count,suspicious_strings,url_count,avg_string_length,is_debug_cert,file_size,label,file_name,file_path
14,49,1,0,0,0,0,1,17,16,18,3,19919,77,1,1,12,22,3,116.20632047895707,0,14177733,suspicious,sample_0169.apk,/sample/path/sample_0169.apk
8,37,1,0,0,1,1,0,29,2,18,9,57408,147,4,6,1,23,21,137.8135688996906,0,3009606,suspicious,sample_0170.apk,/sample/path/sample_0170.apk
13,7,1,1,0,0,0,0,11,10,4,0,20552,4,14,4,5,23,58,77.61240425925017,0,23924776,malware,sample_0171.apk,/sample/path/sample_0171.apk
2,26,0,0,0,1,0,0,14,13,22,2,91239,309,18,9,8,24,7,22.825483869926167,0,33167952,benign,sample_0172.apk,/sample/path/sample_0172.apk
1,10,0,1,0,0,0,0,16,11,6,2,46833,97,3,1,11,23,73,141.05798135714303,0,7913462,malware,sample_0173.apk,/sample/path/sample_0173.apk
6,31,0,1,0,0,0,0,14,1,29,4,20233,405,3,5,14,9,72,144.25967527695482,0,2749736,malware,sample_0174.apk,/sample/path/sample_0174.apk
10,40,0,0,0,0,0,0,26,18,47,4,2813,355,2,8,12,0,44,120.75595079281,0,10240658,suspicious,sample_0175.apk,/sample/path/sample_0175.apk
0,14,0,0,0,1,1,0,17,17,34,3,8674,340,15,3,12,8,26,11.720290700270485,0,17822032,benign,sample_0176.apk,/sample/path/sample_0176.apk
10,45,0,0,0,0,1,1,14,0,45,4,6039,289,8,1,2,0,74,123.01261078878002,0,22087734,benign,sample_0177.apk,/sample/path/sample_0177.apk
9,22,1,0,1,0,0,0,0,13,7,2,91605,489,17,8,12,5,88,73.3852899155182,0,39685536,benign,sample_0178.apk,/sample/path/sample_0178.apk
5,41,0,0,0,1,0,1,25,7,35,1,39506,36,15,1,1,21,10,123.7806260150934,0,12301119,suspicious,sample_0179.apk,/sample/path/sample_0179.apk
6,47,0,1,0,1,0,0,0,5,37,4,6103,412,5,0,9,20,70,146.90745424243715,0,38371474,suspicious,sample_0180.apk,/sample/path/sample_0180.apk
2,8,0,0,0,0,0,0,25,19,23,8,96980,310,14,6,4,3,48,106.07048915017218,1,6666912,suspicious,sample_0181.apk,/sample/path/sample_0181.apk
0,25,1,0,1,0,0,1,22,16,11,6,91063,450,9,4,6,12,31,141.8504221969298,0,36116950,benign,sample_0182.apk,/sample/path/sample_0182.apk
12,21,0,0,0,1,0,0,29,16,42,9,42458,461,10,2,3,1,72,50.25992278362072,0,46874854,suspicious,sample_0183.apk,/sample/path/sample_0183.apk
6,23,0,0,0,1,0,1,0,18,2,9,9640,412,18,1,2,12,0,129.9695950314915,0,26854156,benign,sample_0184.apk,/sample/path/sample_0184.apk
0,33,0,1,0,0,0,0,25,16,38,4,1192,240,17,8,10,2,78,178.2677552059369,0,15054779,malware,sample_0185.apk,/sample/path/sample_0185.apk
8,32,0,0,0,1,0,0,21,8,6,2,50810,449,9,2,10,20,45,83.68695708421694,0,48884722,suspicious,sample_0186.apk,/sample/path/sample_0186.apk
1,36,0,0,0,1,1,0,16,12,17,1,7476,44,15,3,12,9,92,94.81350915000701,0,46031629,benign,sample_0187.apk,/sample/path/sample_0187.apk
7,8,0,0,0,1,0,0,29,16,8,1,56612,206,16,8,3,7,72,120.90558166895914,0,8503276,suspicious,sample_0188.apk,/sample/path/sample_0188.apk
13,43,0,0,0,0,0,0,27,8,27,5,36740,441,17,6,14,2,20,134.285220035296,0,3928100,suspicious,sample_0189.apk,/sample/path/sample_0189.apk
4,26,0,0,0,1,0,0,24,7,44,1,68165,221,12,9,11,10,78,116.00621457863313,0,38153969,benign,sample_0190.apk,/sample/path/sample_0190.apk
11,30,0,1,0,0,0,0,2,0,29,4,66133,268,4,6,5,9,52,164.83854842270244,0,47606102,suspicious,sample_0191.apk,/sample/path/sample_0191.apk
6,10,0,0,1,0,0,0,21,5,20,2,72246,4,14,1,5,24,55,48.20237888948957,0,8962366,suspicious,sample_0192.apk,/sample/path/sample_0192.apk
12,11,1,0,1,0,0,0,15,19,11,9,51626,364,3,0,2,19,74,78.48109715688236,0,16808458,suspicious,sample_0193.apk,/sample/path/sample_0193.apk
13,39,0,0,1,1,0,0,10,2,2,4,99132,124,10,2,8,3,60,131.28122556044704,0,19255297,benign,sample_0194.apk,/sample/path/sample_0194.apk
9,47,0,0,1,0,0,0,26,4,20,1,15211,245,17,9,3,5,24,105.76071508330195,1,21215996,suspicious,sample_0195.apk,/sample/path/sample_0195.apk
1,31,0,0,1,0,0,0,24,8,9,5,76602,320,7,3,0,14,75,18.045032966752927,0,40694428,benign,sample_0196.apk,/sample/path/sample_0196.apk
13,18,0,0,0,0,0,0,19,5,2,7,58433,93,13,1,4,16,65,185.04842732046535,0,5975467,suspicious,sample_0197.apk,/sample/path/sample_0197.apk
7,47,0,0,0,0,0,1,15,13,42,6,83895,44,15,7,10,20,86,64.43871429615336,0,29951785,benign,sample_0198.apk,/sample/path/sample_0198.apk
0,35,1,0,1,0,0,0,22,11,48,0,36903,297,19,1,1,6,57,53.57949763715775,0,13615013,benign,sample_0199.apk,/sample/path/sample_0199.apk
7,14,0,0,0,1,0,0,11,7,10,7,47172,349,10,6,11,16,35,138.05889954768878,0,32705188,benign,sample_0200.apk,/sample/path/sample_0200.apk
9,26,1,0,0,1,0,0,22,10,27,4,48295,485,10,7,13,23,98,10.596772149143202,0,2742166,suspicious,sample_0201.apk,/sample/path/sample_0201.apk
0,5,0,0,1,0,0,0,12,15,17,2,55219,423,17,9,14,14,62,34.00773144975702,0,13537895,benign,sample_0202.apk,/sample/path/sample_0202.apk
3,30,0,0,1,0,0,1,6,2,47,1,12151,438,7,3,10,24,95,33.940385294158915,0,24005168,benign,sample_0203.apk,/sample/path/sample_0203.apk
4,10,0,0,0,1,0,0,24,12,31,5,4262,421,3,2,12,21,97,181.60624797854152,0,6053127,suspicious,sample_0204.apk,/sample/path/sample_0204.apk
6,12,0,0,0,1,1,0,26,4,24,8,93446,253,7,5,3,12,44,175.42711648384835,0,11002707,suspicious,sample_0205.apk,/sample/path/sample_0205.apk
3,17,0,0,0,0,0,0,26,12,22,7,92911,314,15,6,4,16,27,154.50937206650363,0,13413953,benign,sample_0206.apk,/sample/path/sample_0206.apk
5,22,0,0,1,0,0,0,10,15,16,7,73307,142,9,3,9,11,94,33.44615488906332,0,19403744,benign,sample_0207.apk,/sample/path/sample_0207.apk
8,13,1,0,0,0,0,0,0,12,13,8,55200,391,8,0,10,7,41,84.49777961186881,0,3088618,benign,sample_0208.apk,/sample/path/sample_0208.apk
14,21,0,0,1,1,1,0,5,4,44,2,71453,199,9,0,2,18,10,65.57812084048788,0,45019815,benign,sample_0209.apk,/sample/path/sample_0209.apk
2,43,0,0,0,0,1,1,18,19,3,5,78475,57,13,3,9,16,99,128.3110127804615,1,8001837,suspicious,sample_0210.apk,/sample/path/sample_0210.apk
7,32,0,0,1,1,0,0,3,5,43,8,44919,183,12,7,6,13,24,183.5142092800767,0,22588887,benign,sample_0211.apk,/sample/path/sample_0211.apk
13,46,1,0,0,0,0,0,26,15,48,2,62899,104,12,9,14,1,86,178.0715087636266,0,13563926,suspicious,sample_0212.apk,/sample/path/sample_0212.apk
3,27,0,0,0,1,1,0,19,16,21,4,7589,480,6,9,9,13,51,149.43779485248285,0,24536599,benign,sample_0213.apk,/sample/path/sample_0213.apk
8,9,0,0,0,0,0,0,2,7,22,2,57561,137,17,7,6,10,60,158.19778211300343,0,47629174,benign,sample_0214.apk,/sample/path/sample_0214.apk
4,49,0,0,1,1,0,0,10,11,11,6,35393,204,8,5,11,8,94,158.58964616011409,0,16823521,benign,sample_0215.apk,/sample/path/sample_0215.apk
6,35,0,0,0,0,0,0,9,9,20,0,44618,492,16,7,13,14,16,72.35410173154628,0,29189328,benign,sample_0216.apk,/sample/path/sample_0216.apk
5,21,0,1,0,0,0,0,28,12,48,4,10275,5,5,5,9,16,22,110.99870901047893,0,30404164,malware,sample_0217.apk,/sample/path/sample_0217.apk
9,24,0,0,0,0,1,1,6,11,14,2,54822,490,15,2,0,2,18,53.98121822346776,0,12524217,benign,sample_0218.apk,/sample/path/sample_0218.apk
11,44,0,0,1,1,0,1,5,13,36,3,58530,207,16,3,12,12,65,115.83769752225668,0,11425111,benign,sample_0219.apk,/sample/path/sample_0219.apk
14,47,0,0,1,0,0,0,28,15,34,9,28877,145,18,4,4,6,59,94.3417281407832,0,8752342,suspicious,sample_0220.apk,/sample/path/sample_0220.apk
4,34,0,0,0,0,1,0,17,14,39,9,5552,228,10,3,5,15,62,61.679735015427646,0,42252240,benign,sample_0221.apk,/sample/path/sample_0221.apk
3,8,0,0,1,1,0,0,21,15,10,9,55786,392,12,6,13,0,17,32.87363996992691,1,40978774,suspicious,sample_0222.apk,/sample/path/sample_0222.apk
9,23,1,0,0,1,0,0,23,15,46,8,2609,205,10,8,13,22,40,19.95434616302363,0,33204847,suspicious,sample_0223.apk,/sample/path/sample_0223.apk
1,14,0,0,1,1,0,0,1,11,41,1,61410,330,16,0,2,17,98,15.443961239754358,0,49544005,benign,sample_0224.apk,/sample/path/sample_0224.apk
8,48,0,0,0,0,0,0,25,14,7,6,32422,366,14,7,11,11,12,168.14907253558906,0,24916796,suspicious,sample_0225.apk,/sample/path/sample_0225.apk
0,40,1,1,0,0,0,1,29,15,13,9,67630,492,5,2,14,3,46,110.68871151674426,0,41784489,malware,sample_0226.apk,/sample/path/sample_0226.apk
4,41,0,0,0,0,0,0,15,17,4,5,21323,29,13,2,6,1,12,56.83878207121677,1,5585315,suspicious,sample_0227.apk,/sample/path/sample_0227.apk
5,40,0,0,0,1,0,0,3,17,17,4,26491,342,11,4,5,3,92,198.05371854777357,0,31186120,benign,sample_0228.apk,/sample/path/sample_0228.apk
9,35,1,1,1,1,0,1,18,1,9,1,91071,272,16,6,4,10,87,166.42191040920574,0,41553798,malware,sample_0229.apk,/sample/path/sample_0229.apk
9,16,0,0,1,0,0,1,1,9,23,3,11770,409,11,7,1,10,74,170.90857264150102,0,20794409,benign,sample_0230.apk,/sample/path/sample_0230.apk
10,6,0,0,0,0,0,0,9,9,39,0,34783,360,10,4,5,15,21,33.18140857960892,0,18462554,benign,sample_0231.apk,/sample/path/sample_0231.apk
8,20,0,0,1,0,0,0,24,1,47,3,73742,59,2,0,2,3,23,103.59381099214468,0,38155384,benign,sample_0232.apk,/sample/path/sample_0232.apk
13,6,0,0,0,0,0,0,13,4,17,7,70517,161,12,5,7,5,35,198.3761778901305,0,16116926,benign,sample_0233.apk,/sample/path/sample_0233.apk
12,40,0,0,1,1,0,0,12,15,4,3,77436,103,19,6,14,13,69,140.07897691034358,1,40247446,suspicious,sample_0234.apk,/sample/path/sample_0234.apk
13,11,0,0,1,0,0,0,26,19,22,7,57063,378,14,0,4,2,16,115.32776943111011,0,39866902,suspicious,sample_0235.apk,/sample/path/sample_0235.apk
7,17,1,0,0,0,0,0,12,4,26,8,31791,246,1,3,11,22,95,43.61042065655695,1,29362071,suspicious,sample_0236.apk,/sample/path/sample_0236.apk
10,33,0,0,1,0,0,0,0,16,1,3,8493,7,16,2,0,2,59,34.38191381586526,0,26435339,benign,sample_0237.apk,/sample/path/sample_0237.apk
3,49,0,0,0,1,0,1,12,19,46,4,62269,42,19,7,3,7,41,109.4770801106726,0,6156758,benign,sample_0238.apk,/sample/path/sample_0238.apk
10,17,0,0,0,0,0,0,13,10,25,9,82418,293,2,2,5,13,41,39.244706858751954,1,22497274,suspicious,sample_0239.apk,/sample/path/sample_0239.apk
3,11,0,0,0,1,0,0,20,4,45,4,34367,207,13,8,12,21,53,72.95692155990024,0,23815818,benign,sample_0240.apk,/sample/path/sample_0240.apk
0,11,0,0,1,0,0,0,14,18,32,3,28405,333,3,0,2,15,29,188.79916940729163,0,36534839,benign,sample_0241.apk,/sample/path/sample_0241.apk
8,42,0,0,0,1,0,1,9,6,21,0,29369,496,9,9,9,24,6,109.79909956850082,0,38771226,benign,sample_0242.apk,/sample/path/sample_0242.apk
3,37,0,0,0,1,0,0,0,6,29,1,97444,290,8,7,2,3,49,110.69436479406991,0,8595853,benign,sample_0243.apk,/sample/path/sample_0243.apk
8,22,0,0,0,1,0,0,6,15,45,9,25495,38,9,3,13,21,74,160.36785259632535,1,2799971,suspicious,sample_0244.apk,/sample/path/sample_0244.apk
1,30,0,1,0,1,1,0,5,11,7,7,25594,100,18,4,13,24,41,101.44281073165503,0,37750173,suspicious,sample_0245.apk,/sample/path/sample_0245.apk
10,43,1,0,1,0,0,0,19,6,43,5,91385,258,7,1,11,5,36,182.05237920649122,0,41320606,benign,sample_0246.apk,/sample/path/sample_0246.apk
9,15,1,0,0,1,0,1,5,9,24,6,94368,84,16,6,11,18,48,118.60545340175933,0,46566678,benign,sample_0247.apk,/sample/path/sample_0247.apk
4,46,0,0,0,0,0,0,2,18,9,2,12781,395,15,5,12,18,66,82.7289790765777,0,21193619,benign,sample_0248.apk,/sample/path/sample_0248.apk
14,8,0,0,0,0,1,0,13,12,6,6,54473,424,17,4,11,0,9,189.73446907066386,0,9351184,benign,sample_0249.apk,/sample/path/sample_0249.apk
11,30,0,0,0,0,0,1,24,17,12,1,29091,318,19,7,10,14,8,88.93417011249703,0,32123936,suspicious,sample_0250.apk,/sample/path/sample_0250.apk
3,38,0,1,0,1,0,0,4,19,17,1,86961,300,18,1,14,24,54,158.6609043204297,1,28039028,malware,sample_0251.apk,/sample/path/sample_0251.apk
9,18,1,0,0,0,1,0,21,18,17,6,29379,347,1,2,11,19,48,191.86742306865457,0,42096674,suspicious,sample_0252.apk,/sample/path/sample_0252.apk
7,20,0,0,0,0,0,1,12,13,7,6,52413,84,8,4,8,8,64,77.33166476736571,0,47794079,benign,sample_0253.apk,/sample/path/sample_0253.apk
13,17,0,0,0,0,0,0,17,18,46,7,18065,134,18,3,10,5,90,142.04109267517907,0,36457556,benign,sample_0254.apk,/sample/path/sample_0254.apk
9,44,0,0,0,0,0,0,8,1,24,9,75024,133,11,8,12,5,5,14.549790401391864,0,18069223,benign,sample_0255.apk,/sample/path/sample_0255.apk
2,39,0,0,1,0,0,0,0,3,24,0,5603,125,11,1,8,15,97,129.12400256045615,0,10755672,benign,sample_0256.apk,/sample/path/sample_0256.apk
5,13,0,0,0,0,0,0,28,12,5,4,72289,69,9,6,14,9,9,108.4347246276655,0,9737723,benign,sample_0257.apk,/sample/path/sample_0257.apk
7,13,0,0,1,0,0,0,14,2,4,6,4332,275,15,1,14,1,92,187.03067663013655,1,7045001,suspicious,sample_0258.apk,/sample/path/sample_0258.apk
12,35,0,0,0,0,0,0,4,9,12,3,13940,267,5,9,11,23,72,154.4010535427987,0,20038007,benign,sample_0259.apk,/sample/path/sample_0259.apk
11,27,0,0,0,0,0,1,24,17,19,6,46264,492,2,8,12,6,91,49.29539969534529,0,29355682,suspicious,sample_0260.apk,/sample/path/sample_0260.apk
1,15,0,0,0,0,0,0,15,8,3,8,2515,438,3,6,13,16,82,191.69545748753865,0,48741394,benign,sample_0261.apk,/sample/path/sample_0261.apk
0,29,1,0,1,0,0,0,16,12,12,6,98434,9,2,3,8,5,23,28.5264615681363,0,1150653,benign,sample_0262.apk,/sample/path/sample_0262.apk
8,21,0,0,0,0,0,0,28,13,25,4,22045,183,7,7,2,19,95,158.81093638476895,0,10397868,suspicious,sample_0263.apk,/sample/path/sample_0263.apk
0,33,0,0,0,1,0,0,26,0,26,5,75694,171,9,9,4,0,49,86.34069567079065,0,48240890,benign,sample_0264.apk,/sample/path/sample_0264.apk
14,21,0,0,1,1,0,1,15,16,23,3,48766,337,18,5,13,17,78,23.474032302716054,0,14406769,suspicious,sample_0265.apk,/sample/path/sample_0265.apk
3,12,0,0,1,0,1,0,29,19,48,0,42505,445,15,8,12,1,81,93.72632785061577,0,24711646,benign,sample_0266.apk,/sample/path/sample_0266.apk
12,29,0,1,0,0,0,0,28,19,20,4,15626,484,16,1,9,16,42,97.02543715093503,0,10080961,malware,sample_0267.apk,/sample/path/sample_0267.apk
3,25,0,0,0,1,0,0,18,8,36,7,27312,196,10,8,1,8,99,107.4660764659724,0,42781921,benign,sample_0268.apk,/sample/path/sample_0268.apk
6,33,0,0,1,1,0,0,3,17,26,0,11345,104,4,5,13,15,33,20.227799732607224,0,34104951,benign,sample_0269.apk,/sample/path/sample_0269.apk
0,17,0,0,1,1,1,1,17,18,29,9,42785,195,3,6,7,17,6,153.36817862908995,0,31687424,benign,sample_0270.apk,/sample/path/sample_0270.apk
3,47,0,0,1,0,1,0,5,19,23,5,30511,64,17,0,7,14,70,45.55361137799533,0,44426742,benign,sample_0271.apk,/sample/path/sample_0271.apk
11,39,0,0,1,1,0,0,0,15,17,6,42081,272,6,6,8,14,55,33.27459377353795,0,35512811,benign,sample_0272.apk,/sample/path/sample_0272.apk
1,39,0,0,1,0,0,0,20,15,43,5,64143,25,16,0,3,9,63,182.74840587923254,0,13602694,benign,sample_0273.apk,/sample/path/sample_0273.apk
11,19,1,1,1,0,0,1,17,16,36,5,6269,287,9,3,0,21,57,26.614835341978235,0,32209516,malware,sample_0274.apk,/sample/path/sample_0274.apk
0,27,1,0,0,1,0,0,22,4,1,6,80737,96,16,6,5,22,79,157.29456239082066,0,12462734,benign,sample_0275.apk,/sample/path/sample_0275.apk
2,27,0,0,0,1,1,0,10,6,40,0,21028,269,6,6,9,6,89,123.32874432857331,0,31595197,benign,sample_0276.apk,/sample/path/sample_0276.apk
11,21,0,1,0,0,1,0,14,16,45,1,51617,129,4,1,6,12,14,47.87564299952479,0,42991679,malware,sample_0277.apk,/sample/path/sample_0277.apk
14,30,0,0,0,0,0,0,7,13,32,0,5823,228,2,8,11,23,8,75.13940331303564,0,34970993,benign,sample_0278.apk,/sample/path/sample_0278.apk
13,44,0,0,0,0,0,1,9,15,19,4,34324,81,17,8,13,16,28,74.37646166033339,1,16259027,suspicious,sample_0279.apk,/sample/path/sample_0279.apk
7,47,0,0,0,0,1,0,25,13,27,0,39367,180,3,1,0,9,18,118.10154182355164,0,28320962,benign,sample_0280.apk,/sample/path/sample_0280.apk
10,30,0,0,1,1,0,1,28,0,48,8,90353,117,16,9,7,6,91,127.64882028550943,0,24424070,suspicious,sample_0281.apk,/sample/path/sample_0281.apk
8,18,0,0,0,1,0,0,19,3,25,1,50549,107,17,9,11,0,12,127.47525176340972,0,46017835,benign,sample_0282.apk,/sample/path/sample_0282.apk
9,25,0,0,0,1,0,0,29,15,1,3,2299,186,14,2,6,11,39,156.25185834284656,1,48516431,suspicious,sample_0283.apk,/sample/path/sample_0283.apk
2,38,1,0,0,0,0,1,21,18,39,6,71111,47,19,5,3,20,47,77.65768618162012,0,37487310,benign,sample_0284.apk,/sample/path/sample_0284.apk
2,9,0,0,0,0,0,0,20,10,37,7,35409,471,3,6,13,22,13,142.27656555720708,0,39243565,benign,sample_0285.apk,/sample/path/sample_0285.apk
1,45,1,0,1,1,0,0,9,12,33,9,71740,213,4,1,4,18,1,33.0688320459447,0,20427719,benign,sample_0286.apk,/sample/path/sample_0286.apk
12,15,0,0,0,0,0,0,9,19,47,7,24331,476,10,5,1,20,85,116.05252493918374,0,48213222,benign,sample_0287.apk,/sample/path/sample_0287.apk
3,28,0,0,1,1,1,0,9,5,16,2,9433,293,19,9,7,7,20,108.4219819614586,0,10598333,benign,sample_0288.apk,/sample/path/sample_0288.apk
6,28,0,0,1,0,1,0,9,13,41,9,25600,330,2,8,3,7,86,32.414771889331696,0,2717479,benign,sample_0289.apk,/sample/path/sample_0289.apk
0,25,0,0,0,1,1,0,17,13,23,7,51717,171,10,6,3,16,10,175.02583536739755,0,5306080,benign,sample_0290.apk,/sample/path/sample_0290.apk
14,17,0,0,0,0,0,1,21,15,0,7,34313,308,8,1,8,15,4,41.2738620029192,0,21997458,suspicious,sample_0291.apk,/sample/path/sample_0291.apk
12,7,1,0,0,0,0,1,12,4,21,1,97894,484,7,9,9,23,75,33.961911251328004,0,4101883,suspicious,sample_0292.apk,/sample/path/sample_0292.apk
8,36,0,0,0,1,0,0,14,9,6,7,30087,354,15,3,4,5,64,49.71703710332523,0,29814268,benign,sample_0293.apk,/sample/path/sample_0293.apk
4,27,0,0,0,1,0,0,15,3,39,4,14161,408,12,9,4,15,96,26.47424784317164,0,30977525,benign,sample_0294.apk,/sample/path/sample_0294.apk
3,32,1,0,1,1,1,0,13,10,41,5,83464,70,9,7,4,18,73,16.165704590228387,0,6560068,benign,sample_0295.apk,/sample/path/sample_0295.apk
12,23,0,0,1,1,0,0,22,11,33,3,94122,8,18,2,13,24,97,153.6765244802883,0,36839230,suspicious,sample_0296.apk,/sample/path/sample_0296.apk
12,19,0,1,0,0,0,0,16,15,26,7,29333,169,7,9,0,5,22,89.67358927966478,0,20248072,malware,sample_0297.apk,/sample/path/sample_0297.apk
3,11,0,1,0,1,0,1,15,18,42,1,78527,176,16,8,14,12,14,94.27703564471553,1,48463403,malware,sample_0298.apk,/sample/path/sample_0298.apk
13,40,0,0,1,1,0,0,20,3,30,9,78654,245,15,6,11,15,36,86.32240962435753,0,49654372,suspicious,sample_0299.apk,/sample/path/sample_0299.apk
12,23,0,0,0,0,0,0,6,11,3,1,80553,324,10,9,8,12,68,95.54489446779728,0,35938842,benign,sample_0300.apk,/sample/path/sample_0300.apk
11,25,0,0,0,0,0,0,4,19,39,5,31270,146,4,1,0,12,77,125.80611929094681,0,47140970,benign,sample_0301.apk,/sample/path/sample_0301.apk
0,40,0,0,1,1,0,0,15,13,22,3,22395,485,5,7,4,17,46,63.68455082854139,0,26239392,benign,sample_0302.apk,/sample/path/sample_0302.apk
0,49,0,0,0,0,0,0,22,19,43,1,25502,367,6,2,4,12,86,160.8946456102649,0,1600338,benign,sample_0303.apk,/sample/path/sample_0303.apk
2,11,0,0,1,1,0,0,29,3,18,0,32556,422,18,4,5,6,80,177.6969369282767,0,38932419,benign,sample_0304.apk,/sample/path/sample_0304.apk
5,29,1,0,0,0,0,0,17,9,18,1,9720,285,11,2,6,16,0,75.92220057174131,0,3275598,benign,sample_0305.apk,/sample/path/sample_0305.apk
11,28,0,0,1,0,0,0,12,0,9,6,69475,341,18,1,10,6,48,118.14922799459126,0,22392181,benign,sample_0306.apk,/sample/path/sample_0306.apk
14,38,0,0,0,0,1,0,18,2,17,4,39285,219,4,6,3,24,27,70.98943867177059,0,2156245,suspicious,sample_0307.apk,/sample/path/sample_0307.apk
14,27,0,0,0,1,0,1,11,9,4,1,93969,357,12,6,1,1,73,109.2743936892118,0,22825552,benign,sample_0308.apk,/sample/path/sample_0308.apk
3,11,0,0,0,0,0,0,5,12,33,5,8857,356,18,2,2,21,85,191.1283618406508,0,18490607,benign,sample_0309.apk,/sample/path/sample_0309.apk
0,11,0,0,0,1,0,1,9,8,26,2,29948,23,6,3,7,2,2,94.43516750570531,0,19915637,benign,sample_0310.apk,/sample/path/sample_0310.apk
2,35,0,0,0,1,0,0,3,7,48,2,52024,488,2,8,12,19,65,72.58206116739439,0,3664921,benign,sample_0311.apk,/sample/path/sample_0311.apk
5,47,1,0,0,1,0,1,8,12,11,7,71601,352,8,5,12,2,2,59.53466708524192,0,15886781,benign,sample_0312.apk,/sample/path/sample_0312.apk
6,14,0,0,0,0,0,0,8,19,33,1,15799,408,12,6,6,16,44,174.8633986046554,0,45033093,benign,sample_0313.apk,/sample/path/sample_0313.apk
5,6,1,0,0,0,0,1,0,17,46,4,61390,273,6,5,4,4,93,104.84542567733278,0,37147881,benign,sample_0314.apk,/sample/path/sample_0314.apk
10,48,0,0,0,0,1,0,8,15,4,6,14403,180,7,3,7,12,26,51.773771710105606,0,38742126,benign,sample_0315.apk,/sample/path/sample_0315.apk
4,42,0,0,1,0,0,0,28,18,38,3,48997,2,11,0,5,10,26,52.37186647140927,0,18319013,benign,sample_0316.apk,/sample/path/sample_0316.apk
13,6,0,0,0,1,0,0,6,0,24,5,75323,450,19,1,1,11,63,166.75671063713202,0,46084577,benign,sample_0317.apk,/sample/path/sample_0317.apk
11,42,1,0,0,0,0,1,16,2,9,4,72356,468,13,9,5,11,25,69.97701142117253,0,38706383,benign,sample_0318.apk,/sample/path/sample_0318.apk
0,20,0,0,1,0,0,0,21,5,25,9,29477,357,14,8,10,7,7,94.7683587268622,0,25814053,benign,sample_0319.apk,/sample/path/sample_0319.apk
4,12,1,0,1,0,1,0,24,15,8,9,26993,284,16,3,3,12,36,20.830453634867457,0,9045391,benign,sample_0320.apk,/sample/path/sample_0320.apk
5,32,0,0,1,0,0,1,12,18,48,7,67262,220,5,9,6,9,35,63.92160917789434,0,39390593,benign,sample_0321.apk,/sample/path/sample_0321.apk
8,13,1,1,0,0,0,1,28,5,1,9,79929,86,2,5,4,19,23,64.36565806707972,0,8138512,malware,sample_0322.apk,/sample/path/sample_0322.apk
10,5,0,1,0,1,0,0,11,12,25,0,60902,457,3,7,11,3,79,49.54014657331083,0,15514418,malware,sample_0323.apk,/sample/path/sample_0323.apk
5,19,0,0,0,1,0,0,2,12,9,1,59849,102,9,9,1,22,70,57.9413214101116,1,1260102,suspicious,sample_0324.apk,/sample/path/sample_0324.apk
0,30,0,1,0,1,0,0,20,3,31,0,20643,55,3,5,3,24,54,29.885483665831416,0,4257983,malware,sample_0325.apk,/sample/path/sample_0325.apk
2,26,0,0,1,0,0,0,17,17,15,8,59901,65,4,6,14,6,28,17.411219944935446,0,2498447,benign,sample_0326.apk,/sample/path/sample_0326.apk
11,35,0,0,0,0,0,0,0,2,38,9,81818,467,2,2,8,18,81,82.7383450060027,0,36509638,benign,sample_0327.apk,/sample/path/sample_0327.apk
13,16,0,0,1,1,0,1,8,16,32,3,60025,8,18,8,14,5,41,15.343086192805515,0,8530577,benign,sample_0328.apk,/sample/path/sample_0328.apk
1,48,1,1,1,1,0,0,9,17,19,9,94144,312,6,3,6,13,96,193.43524057411804,1,13350251,malware,sample_0329.apk,/sample/path/sample_0329.apk
1,48,0,1,0,0,0,0,17,11,28,2,87489,184,9,9,1,2,45,107.7667401661767,0,8738667,suspicious,sample_0330.apk,/sample/path/sample_0330.apk
2,27,0,0,0,0,0,1,17,12,45,4,51281,299,10,7,10,24,33,131.08740974222454,0,10299397,benign,sample_0331.apk,/sample/path/sample_0331.apk
5,7,1,0,1,0,0,0,9,11,48,3,77298,358,2,9,1,20,99,27.776287313343754,0,10019066,benign,sample_0332.apk,/sample/path/sample_0332.apk
13,47,0,0,0,0,1,1,24,18,4,7,11450,214,8,9,10,18,49,11.417996679271686,0,22012256,suspicious,sample_0333.apk,/sample/path/sample_0333.apk
2,41,0,0,1,0,0,0,27,4,48,9,29804,21,15,0,10,22,96,102.70103710306735,0,8742237,suspicious,sample_0334.apk,/sample/path/sample_0334.apk
9,20,0,0,0,0,0,1,17,5,41,7,87673,410,9,7,11,9,16,98.14789005642928,0,37902981,benign,sample_0335.apk,/sample/path/sample_0335.apk
13,26,0,0,1,1,1,0,7,17,24,4,23760,393,9,3,1,24,12,187.38028664127097,1,1987938,suspicious,sample_0336.apk,/sample/path/sample_0336.apk
5,7,0,1,0,0,0,0,6,8,11,4,46890,138,4,4,0,17,11,24.93907508805403,0,3784975,suspicious,sample_0337.apk,/sample/path/sample_0337.apk
7,39,0,1,1,1,0,0,9,8,42,9,14503,159,19,1,7,22,65,139.24763078277107,0,26698073,malware,sample_0338.apk,/sample/path/sample_0338.apk
